sic,ff_17ind,ff_17ind_name,ff_17ind_desc
100,1,Food,Food
101,1,Food,Food
102,1,Food,Food
103,1,Food,Food
104,1,Food,Food
105,1,Food,Food
106,1,Food,Food
107,1,Food,Food
108,1,Food,Food
109,1,Food,Food
110,1,Food,Food
111,1,Food,Food
112,1,Food,Food
113,1,Food,Food
114,1,Food,Food
115,1,Food,Food
116,1,Food,Food
117,1,Food,Food
118,1,Food,Food
119,1,Food,Food
120,1,Food,Food
121,1,Food,Food
122,1,Food,Food
123,1,Food,Food
124,1,Food,Food
125,1,Food,Food
126,1,Food,Food
127,1,Food,Food
128,1,Food,Food
129,1,Food,Food
130,1,Food,Food
131,1,Food,Food
132,1,Food,Food
133,1,Food,Food
134,1,Food,Food
135,1,Food,Food
136,1,Food,Food
137,1,Food,Food
138,1,Food,Food
139,1,Food,Food
140,1,Food,Food
141,1,Food,Food
142,1,Food,Food
143,1,Food,Food
144,1,Food,Food
145,1,Food,Food
146,1,Food,Food
147,1,Food,Food
148,1,Food,Food
149,1,Food,Food
150,1,Food,Food
151,1,Food,Food
152,1,Food,Food
153,1,Food,Food
154,1,Food,Food
155,1,Food,Food
156,1,Food,Food
157,1,Food,Food
158,1,Food,Food
159,1,Food,Food
160,1,Food,Food
161,1,Food,Food
162,1,Food,Food
163,1,Food,Food
164,1,Food,Food
165,1,Food,Food
166,1,Food,Food
167,1,Food,Food
168,1,Food,Food
169,1,Food,Food
170,1,Food,Food
171,1,Food,Food
172,1,Food,Food
173,1,Food,Food
174,1,Food,Food
175,1,Food,Food
176,1,Food,Food
177,1,Food,Food
178,1,Food,Food
179,1,Food,Food
180,1,Food,Food
181,1,Food,Food
182,1,Food,Food
183,1,Food,Food
184,1,Food,Food
185,1,Food,Food
186,1,Food,Food
187,1,Food,Food
188,1,Food,Food
189,1,Food,Food
190,1,Food,Food
191,1,Food,Food
192,1,Food,Food
193,1,Food,Food
194,1,Food,Food
195,1,Food,Food
196,1,Food,Food
197,1,Food,Food
198,1,Food,Food
199,1,Food,Food
200,1,Food,Food
201,1,Food,Food
202,1,Food,Food
203,1,Food,Food
204,1,Food,Food
205,1,Food,Food
206,1,Food,Food
207,1,Food,Food
208,1,Food,Food
209,1,Food,Food
210,1,Food,Food
211,1,Food,Food
212,1,Food,Food
213,1,Food,Food
214,1,Food,Food
215,1,Food,Food
216,1,Food,Food
217,1,Food,Food
218,1,Food,Food
219,1,Food,Food
220,1,Food,Food
221,1,Food,Food
222,1,Food,Food
223,1,Food,Food
224,1,Food,Food
225,1,Food,Food
226,1,Food,Food
227,1,Food,Food
228,1,Food,Food
229,1,Food,Food
230,1,Food,Food
231,1,Food,Food
232,1,Food,Food
233,1,Food,Food
234,1,Food,Food
235,1,Food,Food
236,1,Food,Food
237,1,Food,Food
238,1,Food,Food
239,1,Food,Food
240,1,Food,Food
241,1,Food,Food
242,1,Food,Food
243,1,Food,Food
244,1,Food,Food
245,1,Food,Food
246,1,Food,Food
247,1,Food,Food
248,1,Food,Food
249,1,Food,Food
250,1,Food,Food
251,1,Food,Food
252,1,Food,Food
253,1,Food,Food
254,1,Food,Food
255,1,Food,Food
256,1,Food,Food
257,1,Food,Food
258,1,Food,Food
259,1,Food,Food
260,1,Food,Food
261,1,Food,Food
262,1,Food,Food
263,1,Food,Food
264,1,Food,Food
265,1,Food,Food
266,1,Food,Food
267,1,Food,Food
268,1,Food,Food
269,1,Food,Food
270,1,Food,Food
271,1,Food,Food
272,1,Food,Food
273,1,Food,Food
274,1,Food,Food
275,1,Food,Food
276,1,Food,Food
277,1,Food,Food
278,1,Food,Food
279,1,Food,Food
280,1,Food,Food
281,1,Food,Food
282,1,Food,Food
283,1,Food,Food
284,1,Food,Food
285,1,Food,Food
286,1,Food,Food
287,1,Food,Food
288,1,Food,Food
289,1,Food,Food
290,1,Food,Food
291,1,Food,Food
292,1,Food,Food
293,1,Food,Food
294,1,Food,Food
295,1,Food,Food
296,1,Food,Food
297,1,Food,Food
298,1,Food,Food
299,1,Food,Food
300,17,Other,Other
301,17,Other,Other
302,17,Other,Other
303,17,Other,Other
304,17,Other,Other
305,17,Other,Other
306,17,Other,Other
307,17,Other,Other
308,17,Other,Other
309,17,Other,Other
310,17,Other,Other
311,17,Other,Other
312,17,Other,Other
313,17,Other,Other
314,17,Other,Other
315,17,Other,Other
316,17,Other,Other
317,17,Other,Other
318,17,Other,Other
319,17,Other,Other
320,17,Other,Other
321,17,Other,Other
322,17,Other,Other
323,17,Other,Other
324,17,Other,Other
325,17,Other,Other
326,17,Other,Other
327,17,Other,Other
328,17,Other,Other
329,17,Other,Other
330,17,Other,Other
331,17,Other,Other
332,17,Other,Other
333,17,Other,Other
334,17,Other,Other
335,17,Other,Other
336,17,Other,Other
337,17,Other,Other
338,17,Other,Other
339,17,Other,Other
340,17,Other,Other
341,17,Other,Other
342,17,Other,Other
343,17,Other,Other
344,17,Other,Other
345,17,Other,Other
346,17,Other,Other
347,17,Other,Other
348,17,Other,Other
349,17,Other,Other
350,17,Other,Other
351,17,Other,Other
352,17,Other,Other
353,17,Other,Other
354,17,Other,Other
355,17,Other,Other
356,17,Other,Other
357,17,Other,Other
358,17,Other,Other
359,17,Other,Other
360,17,Other,Other
361,17,Other,Other
362,17,Other,Other
363,17,Other,Other
364,17,Other,Other
365,17,Other,Other
366,17,Other,Other
367,17,Other,Other
368,17,Other,Other
369,17,Other,Other
370,17,Other,Other
371,17,Other,Other
372,17,Other,Other
373,17,Other,Other
374,17,Other,Other
375,17,Other,Other
376,17,Other,Other
377,17,Other,Other
378,17,Other,Other
379,17,Other,Other
380,17,Other,Other
381,17,Other,Other
382,17,Other,Other
383,17,Other,Other
384,17,Other,Other
385,17,Other,Other
386,17,Other,Other
387,17,Other,Other
388,17,Other,Other
389,17,Other,Other
390,17,Other,Other
391,17,Other,Other
392,17,Other,Other
393,17,Other,Other
394,17,Other,Other
395,17,Other,Other
396,17,Other,Other
397,17,Other,Other
398,17,Other,Other
399,17,Other,Other
400,17,Other,Other
401,17,Other,Other
402,17,Other,Other
403,17,Other,Other
404,17,Other,Other
405,17,Other,Other
406,17,Other,Other
407,17,Other,Other
408,17,Other,Other
409,17,Other,Other
410,17,Other,Other
411,17,Other,Other
412,17,Other,Other
413,17,Other,Other
414,17,Other,Other
415,17,Other,Other
416,17,Other,Other
417,17,Other,Other
418,17,Other,Other
419,17,Other,Other
420,17,Other,Other
421,17,Other,Other
422,17,Other,Other
423,17,Other,Other
424,17,Other,Other
425,17,Other,Other
426,17,Other,Other
427,17,Other,Other
428,17,Other,Other
429,17,Other,Other
430,17,Other,Other
431,17,Other,Other
432,17,Other,Other
433,17,Other,Other
434,17,Other,Other
435,17,Other,Other
436,17,Other,Other
437,17,Other,Other
438,17,Other,Other
439,17,Other,Other
440,17,Other,Other
441,17,Other,Other
442,17,Other,Other
443,17,Other,Other
444,17,Other,Other
445,17,Other,Other
446,17,Other,Other
447,17,Other,Other
448,17,Other,Other
449,17,Other,Other
450,17,Other,Other
451,17,Other,Other
452,17,Other,Other
453,17,Other,Other
454,17,Other,Other
455,17,Other,Other
456,17,Other,Other
457,17,Other,Other
458,17,Other,Other
459,17,Other,Other
460,17,Other,Other
461,17,Other,Other
462,17,Other,Other
463,17,Other,Other
464,17,Other,Other
465,17,Other,Other
466,17,Other,Other
467,17,Other,Other
468,17,Other,Other
469,17,Other,Other
470,17,Other,Other
471,17,Other,Other
472,17,Other,Other
473,17,Other,Other
474,17,Other,Other
475,17,Other,Other
476,17,Other,Other
477,17,Other,Other
478,17,Other,Other
479,17,Other,Other
480,17,Other,Other
481,17,Other,Other
482,17,Other,Other
483,17,Other,Other
484,17,Other,Other
485,17,Other,Other
486,17,Other,Other
487,17,Other,Other
488,17,Other,Other
489,17,Other,Other
490,17,Other,Other
491,17,Other,Other
492,17,Other,Other
493,17,Other,Other
494,17,Other,Other
495,17,Other,Other
496,17,Other,Other
497,17,Other,Other
498,17,Other,Other
499,17,Other,Other
500,17,Other,Other
501,17,Other,Other
502,17,Other,Other
503,17,Other,Other
504,17,Other,Other
505,17,Other,Other
506,17,Other,Other
507,17,Other,Other
508,17,Other,Other
509,17,Other,Other
510,17,Other,Other
511,17,Other,Other
512,17,Other,Other
513,17,Other,Other
514,17,Other,Other
515,17,Other,Other
516,17,Other,Other
517,17,Other,Other
518,17,Other,Other
519,17,Other,Other
520,17,Other,Other
521,17,Other,Other
522,17,Other,Other
523,17,Other,Other
524,17,Other,Other
525,17,Other,Other
526,17,Other,Other
527,17,Other,Other
528,17,Other,Other
529,17,Other,Other
530,17,Other,Other
531,17,Other,Other
532,17,Other,Other
533,17,Other,Other
534,17,Other,Other
535,17,Other,Other
536,17,Other,Other
537,17,Other,Other
538,17,Other,Other
539,17,Other,Other
540,17,Other,Other
541,17,Other,Other
542,17,Other,Other
543,17,Other,Other
544,17,Other,Other
545,17,Other,Other
546,17,Other,Other
547,17,Other,Other
548,17,Other,Other
549,17,Other,Other
550,17,Other,Other
551,17,Other,Other
552,17,Other,Other
553,17,Other,Other
554,17,Other,Other
555,17,Other,Other
556,17,Other,Other
557,17,Other,Other
558,17,Other,Other
559,17,Other,Other
560,17,Other,Other
561,17,Other,Other
562,17,Other,Other
563,17,Other,Other
564,17,Other,Other
565,17,Other,Other
566,17,Other,Other
567,17,Other,Other
568,17,Other,Other
569,17,Other,Other
570,17,Other,Other
571,17,Other,Other
572,17,Other,Other
573,17,Other,Other
574,17,Other,Other
575,17,Other,Other
576,17,Other,Other
577,17,Other,Other
578,17,Other,Other
579,17,Other,Other
580,17,Other,Other
581,17,Other,Other
582,17,Other,Other
583,17,Other,Other
584,17,Other,Other
585,17,Other,Other
586,17,Other,Other
587,17,Other,Other
588,17,Other,Other
589,17,Other,Other
590,17,Other,Other
591,17,Other,Other
592,17,Other,Other
593,17,Other,Other
594,17,Other,Other
595,17,Other,Other
596,17,Other,Other
597,17,Other,Other
598,17,Other,Other
599,17,Other,Other
600,17,Other,Other
601,17,Other,Other
602,17,Other,Other
603,17,Other,Other
604,17,Other,Other
605,17,Other,Other
606,17,Other,Other
607,17,Other,Other
608,17,Other,Other
609,17,Other,Other
610,17,Other,Other
611,17,Other,Other
612,17,Other,Other
613,17,Other,Other
614,17,Other,Other
615,17,Other,Other
616,17,Other,Other
617,17,Other,Other
618,17,Other,Other
619,17,Other,Other
620,17,Other,Other
621,17,Other,Other
622,17,Other,Other
623,17,Other,Other
624,17,Other,Other
625,17,Other,Other
626,17,Other,Other
627,17,Other,Other
628,17,Other,Other
629,17,Other,Other
630,17,Other,Other
631,17,Other,Other
632,17,Other,Other
633,17,Other,Other
634,17,Other,Other
635,17,Other,Other
636,17,Other,Other
637,17,Other,Other
638,17,Other,Other
