sic,ff_38ind,ff_38ind_name,ff_38ind_desc
100,1,Agric,"Agriculture, forestry, and fishing"
101,1,Agric,"Agriculture, forestry, and fishing"
102,1,Agric,"Agriculture, forestry, and fishing"
103,1,Agric,"Agriculture, forestry, and fishing"
104,1,Agric,"Agriculture, forestry, and fishing"
105,1,Agric,"Agriculture, forestry, and fishing"
106,1,Agric,"Agriculture, forestry, and fishing"
107,1,Agric,"Agriculture, forestry, and fishing"
108,1,Agric,"Agriculture, forestry, and fishing"
109,1,Agric,"Agriculture, forestry, and fishing"
110,1,Agric,"Agriculture, forestry, and fishing"
111,1,Agric,"Agriculture, forestry, and fishing"
112,1,Agric,"Agriculture, forestry, and fishing"
113,1,Agric,"Agriculture, forestry, and fishing"
114,1,Agric,"Agriculture, forestry, and fishing"
115,1,Agric,"Agriculture, forestry, and fishing"
116,1,Agric,"Agriculture, forestry, and fishing"
117,1,Agric,"Agriculture, forestry, and fishing"
118,1,Agric,"Agriculture, forestry, and fishing"
119,1,Agric,"Agriculture, forestry, and fishing"
120,1,Agric,"Agriculture, forestry, and fishing"
121,1,Agric,"Agriculture, forestry, and fishing"
122,1,Agric,"Agriculture, forestry, and fishing"
123,1,Agric,"Agriculture, forestry, and fishing"
124,1,Agric,"Agriculture, forestry, and fishing"
125,1,Agric,"Agriculture, forestry, and fishing"
126,1,Agric,"Agriculture, forestry, and fishing"
127,1,Agric,"Agriculture, forestry, and fishing"
128,1,Agric,"Agriculture, forestry, and fishing"
129,1,Agric,"Agriculture, forestry, and fishing"
130,1,Agric,"Agriculture, forestry, and fishing"
131,1,Agric,"Agriculture, forestry, and fishing"
132,1,Agric,"Agriculture, forestry, and fishing"
133,1,Agric,"Agriculture, forestry, and fishing"
134,1,Agric,"Agriculture, forestry, and fishing"
135,1,Agric,"Agriculture, forestry, and fishing"
136,1,Agric,"Agriculture, forestry, and fishing"
137,1,Agric,"Agriculture, forestry, and fishing"
138,1,Agric,"Agriculture, forestry, and fishing"
139,1,Agric,"Agriculture, forestry, and fishing"
140,1,Agric,"Agriculture, forestry, and fishing"
141,1,Agric,"Agriculture, forestry, and fishing"
142,1,Agric,"Agriculture, forestry, and fishing"
143,1,Agric,"Agriculture, forestry, and fishing"
144,1,Agric,"Agriculture, forestry, and fishing"
145,1,Agric,"Agriculture, forestry, and fishing"
146,1,Agric,"Agriculture, forestry, and fishing"
147,1,Agric,"Agriculture, forestry, and fishing"
148,1,Agric,"Agriculture, forestry, and fishing"
149,1,Agric,"Agriculture, forestry, and fishing"
150,1,Agric,"Agriculture, forestry, and fishing"
151,1,Agric,"Agriculture, forestry, and fishing"
152,1,Agric,"Agriculture, forestry, and fishing"
153,1,Agric,"Agriculture, forestry, and fishing"
154,1,Agric,"Agriculture, forestry, and fishing"
155,1,Agric,"Agriculture, forestry, and fishing"
156,1,Agric,"Agriculture, forestry, and fishing"
157,1,Agric,"Agriculture, forestry, and fishing"
158,1,Agric,"Agriculture, forestry, and fishing"
159,1,Agric,"Agriculture, forestry, and fishing"
160,1,Agric,"Agriculture, forestry, and fishing"
161,1,Agric,"Agriculture, forestry, and fishing"
162,1,Agric,"Agriculture, forestry, and fishing"
163,1,Agric,"Agriculture, forestry, and fishing"
164,1,Agric,"Agriculture, forestry, and fishing"
165,1,Agric,"Agriculture, forestry, and fishing"
166,1,Agric,"Agriculture, forestry, and fishing"
167,1,Agric,"Agriculture, forestry, and fishing"
168,1,Agric,"Agriculture, forestry, and fishing"
169,1,Agric,"Agriculture, forestry, and fishing"
170,1,Agric,"Agriculture, forestry, and fishing"
171,1,Agric,"Agriculture, forestry, and fishing"
172,1,Agric,"Agriculture, forestry, and fishing"
173,1,Agric,"Agriculture, forestry, and fishing"
174,1,Agric,"Agriculture, forestry, and fishing"
175,1,Agric,"Agriculture, forestry, and fishing"
176,1,Agric,"Agriculture, forestry, and fishing"
177,1,Agric,"Agriculture, forestry, and fishing"
178,1,Agric,"Agriculture, forestry, and fishing"
179,1,Agric,"Agriculture, forestry, and fishing"
180,1,Agric,"Agriculture, forestry, and fishing"
181,1,Agric,"Agriculture, forestry, and fishing"
182,1,Agric,"Agriculture, forestry, and fishing"
183,1,Agric,"Agriculture, forestry, and fishing"
184,1,Agric,"Agriculture, forestry, and fishing"
185,1,Agric,"Agriculture, forestry, and fishing"
186,1,Agric,"Agriculture, forestry, and fishing"
187,1,Agric,"Agriculture, forestry, and fishing"
188,1,Agric,"Agriculture, forestry, and fishing"
189,1,Agric,"Agriculture, forestry, and fishing"
190,1,Agric,"Agriculture, forestry, and fishing"
191,1,Agric,"Agriculture, forestry, and fishing"
192,1,Agric,"Agriculture, forestry, and fishing"
193,1,Agric,"Agriculture, forestry, and fishing"
194,1,Agric,"Agriculture, forestry, and fishing"
195,1,Agric,"Agriculture, forestry, and fishing"
196,1,Agric,"Agriculture, forestry, and fishing"
197,1,Agric,"Agriculture, forestry, and fishing"
198,1,Agric,"Agriculture, forestry, and fishing"
199,1,Agric,"Agriculture, forestry, and fishing"
200,1,Agric,"Agriculture, forestry, and fishing"
201,1,Agric,"Agriculture, forestry, and fishing"
202,1,Agric,"Agriculture, forestry, and fishing"
203,1,Agric,"Agriculture, forestry, and fishing"
204,1,Agric,"Agriculture, forestry, and fishing"
205,1,Agric,"Agriculture, forestry, and fishing"
206,1,Agric,"Agriculture, forestry, and fishing"
207,1,Agric,"Agriculture, forestry, and fishing"
208,1,Agric,"Agriculture, forestry, and fishing"
209,1,Agric,"Agriculture, forestry, and fishing"
210,1,Agric,"Agriculture, forestry, and fishing"
211,1,Agric,"Agriculture, forestry, and fishing"
212,1,Agric,"Agriculture, forestry, and fishing"
213,1,Agric,"Agriculture, forestry, and fishing"
214,1,Agric,"Agriculture, forestry, and fishing"
215,1,Agric,"Agriculture, forestry, and fishing"
216,1,Agric,"Agriculture, forestry, and fishing"
217,1,Agric,"Agriculture, forestry, and fishing"
218,1,Agric,"Agriculture, forestry, and fishing"
219,1,Agric,"Agriculture, forestry, and fishing"
220,1,Agric,"Agriculture, forestry, and fishing"
221,1,Agric,"Agriculture, forestry, and fishing"
222,1,Agric,"Agriculture, forestry, and fishing"
223,1,Agric,"Agriculture, forestry, and fishing"
224,1,Agric,"Agriculture, forestry, and fishing"
225,1,Agric,"Agriculture, forestry, and fishing"
226,1,Agric,"Agriculture, forestry, and fishing"
227,1,Agric,"Agriculture, forestry, and fishing"
228,1,Agric,"Agriculture, forestry, and fishing"
229,1,Agric,"Agriculture, forestry, and fishing"
230,1,Agric,"Agriculture, forestry, and fishing"
231,1,Agric,"Agriculture, forestry, and fishing"
232,1,Agric,"Agriculture, forestry, and fishing"
233,1,Agric,"Agriculture, forestry, and fishing"
234,1,Agric,"Agriculture, forestry, and fishing"
235,1,Agric,"Agriculture, forestry, and fishing"
236,1,Agric,"Agriculture, forestry, and fishing"
237,1,Agric,"Agriculture, forestry, and fishing"
238,1,Agric,"Agriculture, forestry, and fishing"
239,1,Agric,"Agriculture, forestry, and fishing"
240,1,Agric,"Agriculture, forestry, and fishing"
241,1,Agric,"Agriculture, forestry, and fishing"
242,1,Agric,"Agriculture, forestry, and fishing"
243,1,Agric,"Agriculture, forestry, and fishing"
244,1,Agric,"Agriculture, forestry, and fishing"
245,1,Agric,"Agriculture, forestry, and fishing"
246,1,Agric,"Agriculture, forestry, and fishing"
247,1,Agric,"Agriculture, forestry, and fishing"
248,1,Agric,"Agriculture, forestry, and fishing"
249,1,Agric,"Agriculture, forestry, and fishing"
250,1,Agric,"Agriculture, forestry, and fishing"
251,1,Agric,"Agriculture, forestry, and fishing"
252,1,Agric,"Agriculture, forestry, and fishing"
253,1,Agric,"Agriculture, forestry, and fishing"
254,1,Agric,"Agriculture, forestry, and fishing"
255,1,Agric,"Agriculture, forestry, and fishing"
256,1,Agric,"Agriculture, forestry, and fishing"
257,1,Agric,"Agriculture, forestry, and fishing"
258,1,Agric,"Agriculture, forestry, and fishing"
259,1,Agric,"Agriculture, forestry, and fishing"
260,1,Agric,"Agriculture, forestry, and fishing"
261,1,Agric,"Agriculture, forestry, and fishing"
262,1,Agric,"Agriculture, forestry, and fishing"
263,1,Agric,"Agriculture, forestry, and fishing"
264,1,Agric,"Agriculture, forestry, and fishing"
265,1,Agric,"Agriculture, forestry, and fishing"
266,1,Agric,"Agriculture, forestry, and fishing"
267,1,Agric,"Agriculture, forestry, and fishing"
268,1,Agric,"Agriculture, forestry, and fishing"
269,1,Agric,"Agriculture, forestry, and fishing"
270,1,Agric,"Agriculture, forestry, and fishing"
271,1,Agric,"Agriculture, forestry, and fishing"
272,1,Agric,"Agriculture, forestry, and fishing"
273,1,Agric,"Agriculture, forestry, and fishing"
274,1,Agric,"Agriculture, forestry, and fishing"
275,1,Agric,"Agriculture, forestry, and fishing"
