sic,ff_30ind,ff_30ind_name,ff_30ind_desc
100,1,Food,Food Products
101,1,Food,Food Products
102,1,Food,Food Products
103,1,Food,Food Products
104,1,Food,Food Products
105,1,Food,Food Products
106,1,Food,Food Products
107,1,Food,Food Products
108,1,Food,Food Products
109,1,Food,Food Products
110,1,Food,Food Products
111,1,Food,Food Products
112,1,Food,Food Products
113,1,Food,Food Products
114,1,Food,Food Products
115,1,Food,Food Products
116,1,Food,Food Products
117,1,Food,Food Products
118,1,Food,Food Products
119,1,Food,Food Products
120,1,Food,Food Products
121,1,Food,Food Products
122,1,Food,Food Products
123,1,Food,Food Products
124,1,Food,Food Products
125,1,Food,Food Products
126,1,Food,Food Products
127,1,Food,Food Products
128,1,Food,Food Products
129,1,Food,Food Products
130,1,Food,Food Products
131,1,Food,Food Products
132,1,Food,Food Products
133,1,Food,Food Products
134,1,Food,Food Products
135,1,Food,Food Products
136,1,Food,Food Products
137,1,Food,Food Products
138,1,Food,Food Products
139,1,Food,Food Products
140,1,Food,Food Products
141,1,Food,Food Products
142,1,Food,Food Products
143,1,Food,Food Products
144,1,Food,Food Products
145,1,Food,Food Products
146,1,Food,Food Products
147,1,Food,Food Products
148,1,Food,Food Products
149,1,Food,Food Products
150,1,Food,Food Products
151,1,Food,Food Products
152,1,Food,Food Products
153,1,Food,Food Products
154,1,Food,Food Products
155,1,Food,Food Products
156,1,Food,Food Products
157,1,Food,Food Products
158,1,Food,Food Products
159,1,Food,Food Products
160,1,Food,Food Products
161,1,Food,Food Products
162,1,Food,Food Products
163,1,Food,Food Products
164,1,Food,Food Products
165,1,Food,Food Products
166,1,Food,Food Products
167,1,Food,Food Products
168,1,Food,Food Products
169,1,Food,Food Products
170,1,Food,Food Products
171,1,Food,Food Products
172,1,Food,Food Products
173,1,Food,Food Products
174,1,Food,Food Products
175,1,Food,Food Products
176,1,Food,Food Products
177,1,Food,Food Products
178,1,Food,Food Products
179,1,Food,Food Products
180,1,Food,Food Products
181,1,Food,Food Products
182,1,Food,Food Products
183,1,Food,Food Products
184,1,Food,Food Products
185,1,Food,Food Products
186,1,Food,Food Products
187,1,Food,Food Products
188,1,Food,Food Products
189,1,Food,Food Products
190,1,Food,Food Products
191,1,Food,Food Products
192,1,Food,Food Products
193,1,Food,Food Products
194,1,Food,Food Products
195,1,Food,Food Products
196,1,Food,Food Products
197,1,Food,Food Products
198,1,Food,Food Products
199,1,Food,Food Products
200,1,Food,Food Products
201,1,Food,Food Products
202,1,Food,Food Products
203,1,Food,Food Products
204,1,Food,Food Products
205,1,Food,Food Products
206,1,Food,Food Products
207,1,Food,Food Products
208,1,Food,Food Products
209,1,Food,Food Products
210,1,Food,Food Products
211,1,Food,Food Products
212,1,Food,Food Products
213,1,Food,Food Products
214,1,Food,Food Products
215,1,Food,Food Products
216,1,Food,Food Products
217,1,Food,Food Products
218,1,Food,Food Products
219,1,Food,Food Products
220,1,Food,Food Products
221,1,Food,Food Products
222,1,Food,Food Products
223,1,Food,Food Products
224,1,Food,Food Products
225,1,Food,Food Products
226,1,Food,Food Products
227,1,Food,Food Products
228,1,Food,Food Products
229,1,Food,Food Products
230,1,Food,Food Products
231,1,Food,Food Products
232,1,Food,Food Products
233,1,Food,Food Products
234,1,Food,Food Products
235,1,Food,Food Products
236,1,Food,Food Products
237,1,Food,Food Products
238,1,Food,Food Products
239,1,Food,Food Products
240,1,Food,Food Products
241,1,Food,Food Products
242,1,Food,Food Products
243,1,Food,Food Products
244,1,Food,Food Products
245,1,Food,Food Products
246,1,Food,Food Products
247,1,Food,Food Products
248,1,Food,Food Products
249,1,Food,Food Products
250,1,Food,Food Products
251,1,Food,Food Products
252,1,Food,Food Products
253,1,Food,Food Products
254,1,Food,Food Products
255,1,Food,Food Products
256,1,Food,Food Products
257,1,Food,Food Products
258,1,Food,Food Products
259,1,Food,Food Products
260,1,Food,Food Products
261,1,Food,Food Products
262,1,Food,Food Products
263,1,Food,Food Products
264,1,Food,Food Products
265,1,Food,Food Products
266,1,Food,Food Products
